Circuit Name,No of Lines,No of Gates,Fault Model,Total Faults,GA Approach,Detected Faults,Fault Coverage,Test Set Size,Best Vector Set,Execution Time,Actual Generations,Time Limit Exceeded,Minimization Skipped,date,time
graycode6_47,6,5,MMGF,9,Directed,9,100,1,[62],0.0003,1,FALSE,FALSE,02-04-2026,16:06:16
graycode6_47,6,5,PMGF,5,Directed,5,100,1,[1],0.0007,1,FALSE,FALSE,02-04-2026,16:06:16
graycode6_47,6,5,RGF,5,Directed,5,100,2,"[54, 10]",0.0006,1,FALSE,FALSE,02-04-2026,16:06:30
graycode6_47,6,5,SAF,20,Directed,20,100,2,"[42, 21]",0.1026,1,FALSE,FALSE,02-04-2026,16:06:16
graycode6_47,6,5,SMGF,5,Directed,5,100,2,"[61, 3]",0.0008,1,FALSE,FALSE,02-04-2026,16:06:16
graycode6_47,6,5,BF,50,Random,50,100,3,"[27, 53, 6]",0.0009,1,FALSE,FALSE,02-04-2026,16:01:32
graycode6_47,6,5,CAF,20,Random,20,100,4,"[35, 47, 28, 22]",1.2542,3,FALSE,FALSE,02-04-2026,16:01:32
graycode6_47,6,5,GAF,6,Random,6,100,2,"[23, 49]",0.0006,1,FALSE,FALSE,02-04-2026,16:01:30
graycode6_47,6,5,MMGF,9,Random,9,100,2,"[49, 14]",0.0005,1,FALSE,FALSE,02-04-2026,16:01:30
graycode6_47,6,5,PMGF,5,Random,5,100,2,"[24, 38]",0.0011,1,FALSE,FALSE,02-04-2026,16:01:30
graycode6_47,6,5,RGF,5,Random,5,100,2,"[39, 25]",0.0004,1,FALSE,FALSE,02-04-2026,16:01:32
graycode6_47,6,5,SAF,20,Random,20,100,3,"[44, 17, 27]",0.0634,1,FALSE,FALSE,02-04-2026,16:01:30
graycode6_47,6,5,SMGF,5,Random,5,100,2,"[61, 10]",0.0005,1,FALSE,FALSE,02-04-2026,16:01:30
graycode6_47,6,5,MBF,60,Random,60,100,2,"[46, 47]",0.0026,1,FALSE,FALSE,03-04-2026,23:47:38
graycode6_47,6,5,MBF,60,Directed,60,100,2,"[19, 27]",0.0022,1,FALSE,FALSE,03-04-2026,23:58:22
ham15_107,15,132,BF,3696,Directed,3696,100,5,"[21800, 11333, 27995, 28784, 10871]",1.995,1,FALSE,FALSE,03-04-2026,13:03:59
ham15_107,15,132,CAF,1496,Directed,1454,97.19251337,22,"[27680, 32292, 26626, 10818, 23588, 30180, 31460, 31746, 23562, 26660, 32518, 27204, 15362, 32416, 11312, 27650, 29728, 31748, 23616, 16032, 32514, 31396]",6.9505,20,FALSE,FALSE,03-04-2026,13:03:54
ham15_107,15,132,GAF,133,Directed,133,100,4,"[20414, 23270, 21308, 3541]",0.115,1,FALSE,FALSE,03-04-2026,13:03:33
ham15_107,15,132,MMGF,263,Directed,263,100,9,"[32689, 26687, 29042, 17014, 20952, 19404, 17013, 19348, 25458]",0.2022,1,FALSE,FALSE,03-04-2026,13:02:56
ham15_107,15,132,PMGF,1342,Directed,1339,99.77645306,14,"[16117, 30248, 24244, 31332, 28404, 32328, 22196, 32116, 24136, 30229, 20213, 29284, 13940, 29810]",9.0692,20,FALSE,FALSE,03-04-2026,14:07:05
ham15_107,15,132,RGF,132,Directed,132,100,9,"[32292, 27684, 22984, 11300, 30536, 24100, 30376, 15880, 7240]",2.5624,12,FALSE,FALSE,03-04-2026,13:03:57
ham15_107,15,132,SAF,968,Directed,968,100,5,"[31244, 823, 11769, 23383, 30786]",0.5175,1,FALSE,FALSE,03-04-2026,13:02:56
ham15_107,15,132,SMGF,132,Directed,132,100,9,"[32496, 24462, 29292, 28400, 12174, 24556, 32364, 15730, 8078]",1.8214,11,FALSE,FALSE,03-04-2026,13:03:03
ham15_107,15,132,BF,3696,Random,3696,100,5,"[31575, 8410, 29335, 22679, 23383]",1.5768,1,FALSE,FALSE,03-04-2026,11:39:26
ham15_107,15,132,CAF,1496,Random,1453,97.12566845,21,"[32288, 21024, 27396, 29348, 23968, 28056, 23109, 27296, 32004, 10821, 31904, 24088, 29252, 27300, 11808, 31392, 28192, 21056, 28064, 31296, 23960]",6.8009,20,FALSE,FALSE,03-04-2026,11:39:23
ham15_107,15,132,GAF,133,Random,133,100,4,"[13805, 2487, 7069, 12319]",0.2757,1,FALSE,FALSE,03-04-2026,11:39:01
ham15_107,15,132,MMGF,263,Random,263,100,9,"[30647, 28260, 28356, 23865, 21984, 21987, 10852, 30596, 21943]",0.402,1,FALSE,FALSE,03-04-2026,11:38:27
ham15_107,15,132,PMGF,1342,Random,1335,99.47839046,16,"[16318, 24494, 29226, 32271, 28606, 31294, 31918, 21054, 27151, 29239, 24107, 32258, 19983, 12846, 31266, 16931]",9.1817,20,FALSE,FALSE,03-04-2026,11:39:01
ham15_107,15,132,RGF,132,Random,132,100,8,"[32702, 27071, 23903, 20817, 29535, 11194, 16318, 7514]",1.4028,10,FALSE,FALSE,03-04-2026,11:39:24
ham15_107,15,132,SAF,968,Random,968,100,6,"[27383, 5445, 20186, 24918, 13094, 24762]",0.9818,1,FALSE,FALSE,03-04-2026,11:38:27
ham15_107,15,132,SMGF,132,Random,132,100,9,"[32500, 26868, 23064, 10784, 30964, 23348, 15540, 7358, 8736]",1.0656,8,FALSE,FALSE,03-04-2026,11:38:32
ham15_298,45,153,BF,13464,Directed,13464,100,6,"[1447689333074, 5813911671542, 5781084831950, 17905735575890, 5785338499410, 5841164132690]",135.6963,15,FALSE,FALSE,03-04-2026,14:06:36
ham15_298,45,153,CAF,6575,Directed,6572,99.95437262,18,"[4380726, 1099512114125, 4295351880, 1100586237271, 193205, 1099511807418, 1073912781, 486194, 1099512010024, 1103807351899, 1103807051223, 4380722, 73014761526, 16960983, 1103810975750, 1082301366, 1100586039989, 73014613709]",76.0887,20,FALSE,FALSE,03-04-2026,12:58:19
ham15_298,45,153,GAF,154,Directed,154,100,6,"[97017, 223739, 386287, 670876, 507323, 962999]",0.3459,1,FALSE,FALSE,03-04-2026,12:54:33
ham15_298,45,153,MMGF,305,Directed,305,100,4,"[137439444560, 630092, 359727, 24969]",1.1333,1,FALSE,FALSE,03-04-2026,14:00:50
ham15_298,45,153,PMGF,196,Directed,196,100,5,"[369860, 282146, 233858, 2147651528, 364934]",0.3702,1,FALSE,FALSE,03-04-2026,12:54:32
ham15_298,45,153,RGF,153,Directed,153,100,4,"[286652, 802127, 104922, 489598]",0.2937,1,FALSE,FALSE,03-04-2026,12:58:19
ham15_298,45,153,SAF,620,Directed,615,99.19354839,8,"[29583755347275, 29562279083525, 150403835397, 11029496248566, 11959590558021, 11958348965366, 29562480408822, 167583704395]",12.4153,20,FALSE,FALSE,03-04-2026,12:54:31
ham15_298,45,153,SMGF,153,Directed,153,100,4,"[274877954687, 227784, 906998, 597774]",0.3008,1,FALSE,FALSE,03-04-2026,12:54:32
ham15_298,45,153,BF,13464,Random,13378,99.36125966,7,"[2562292296341, 8798278297941, 1237294888020, 2478230251156, 8798815499412, 2493501250388, 1237294557845]",179.2638,20,FALSE,FALSE,03-04-2026,11:38:26
ham15_298,45,153,CAF,6575,Random,6572,99.95437262,18,"[1015285, 1103807535818, 69793388814, 1103806620027, 5369060885, 1099511656326, 68719817837, 9083602, 1099512498445, 21691, 1012418, 12885035461, 1015266, 1073765061, 1014469, 21695, 1074660853, 403593930]",80.7935,20,FALSE,FALSE,03-04-2026,11:29:52
ham15_298,45,153,GAF,154,Random,154,100,6,"[359673, 17180658622, 23103, 561131, 889544, 821063]",0.3273,1,FALSE,FALSE,03-04-2026,11:26:06
ham15_298,45,153,MMGF,305,Random,305,100,4,"[194821, 194837, 613772, 1010930]",0.6128,1,FALSE,FALSE,03-04-2026,11:26:05
ham15_298,45,153,PMGF,196,Random,196,100,5,"[134209, 430968, 116383, 436076, 17582433]",0.375,1,FALSE,FALSE,03-04-2026,11:26:05
ham15_298,45,153,RGF,153,Random,153,100,4,"[950247, 188248, 81774, 433838]",0.2956,1,FALSE,FALSE,03-04-2026,11:29:53
ham15_298,45,153,SAF,620,Random,615,99.19354839,8,"[34262330575735, 5102975517960, 33140001503880, 33140001499400, 27498830392183, 33140547192072, 34231460297352, 4711883933551]",12.7389,20,FALSE,FALSE,03-04-2026,11:26:04
ham15_298,45,153,SMGF,153,Random,153,100,4,"[130389, 401102, 580987, 933370]",0.3167,1,FALSE,FALSE,03-04-2026,11:26:05
ham3_102,3,5,BF,20,Directed,20,100,2,"[4, 2]",0.0609,1,FALSE,FALSE,02-04-2026,16:04:25
ham3_102,3,5,CAF,4,Directed,4,100,3,"[7, 6, 4]",0.9137,8,FALSE,FALSE,02-04-2026,16:04:25
ham3_102,3,5,GAF,6,Directed,6,100,2,"[5, 1]",0.0004,1,FALSE,FALSE,02-04-2026,16:04:21
ham3_102,3,5,MMGF,9,Directed,9,100,3,"[1, 5, 7]",0.0005,1,FALSE,FALSE,02-04-2026,16:04:20
ham3_102,3,5,PMGF,7,Directed,7,100,3,"[0, 2, 5]",0.3896,4,FALSE,FALSE,02-04-2026,16:04:21
ham3_102,3,5,RGF,5,Directed,5,100,2,"[2, 6]",0.2592,3,FALSE,FALSE,02-04-2026,16:04:25
ham3_102,3,5,SAF,22,Directed,22,100,4,"[7, 0, 4, 6]",0.8201,6,FALSE,FALSE,02-04-2026,16:04:20
ham3_102,3,5,SMGF,5,Directed,5,100,2,"[5, 6]",1.1242,8,FALSE,FALSE,02-04-2026,16:04:21
ham3_102,3,5,BF,20,Random,20,100,2,"[4, 2]",0.0608,1,FALSE,FALSE,02-04-2026,15:59:54
ham3_102,3,5,CAF,4,Random,4,100,3,"[7, 6, 4]",0.7758,7,FALSE,FALSE,02-04-2026,15:59:40
ham3_102,3,5,GAF,6,Random,6,100,2,"[5, 3]",0.0003,1,FALSE,FALSE,02-04-2026,15:59:39
ham3_102,3,5,MMGF,9,Random,9,100,2,"[6, 5]",0.125,2,FALSE,FALSE,02-04-2026,15:59:37
ham3_102,3,5,PMGF,7,Random,7,100,3,"[3, 7, 5]",0.0003,1,FALSE,FALSE,02-04-2026,15:59:39
ham3_102,3,5,RGF,5,Random,5,100,2,"[7, 3]",0.0003,1,FALSE,FALSE,02-04-2026,15:59:40
ham3_102,3,5,SAF,22,Random,22,100,3,"[7, 0, 3]",0.7835,7,FALSE,FALSE,02-04-2026,15:59:36
ham3_102,3,5,SMGF,5,Random,5,100,2,"[2, 6]",0.0003,1,FALSE,FALSE,02-04-2026,15:59:37
ham7_104,7,23,BF,276,Directed,276,100,3,"[114, 100, 66]",0.0167,1,FALSE,FALSE,02-04-2026,16:38:24
ham7_104,7,23,CAF,104,Directed,104,100,7,"[112, 84, 72, 68, 52, 116, 58]",2.1922,18,FALSE,FALSE,02-04-2026,16:38:21
ham7_104,7,23,GAF,24,Directed,24,100,3,"[90, 101, 124]",0.0012,1,FALSE,FALSE,02-04-2026,16:38:13
ham7_104,7,23,MMGF,45,Directed,45,100,4,"[73, 117, 81, 49]",0.4734,4,FALSE,FALSE,02-04-2026,16:38:11
ham7_104,7,23,PMGF,53,Directed,53,100,5,"[111, 63, 127, 88, 75]",0.1404,2,FALSE,FALSE,02-04-2026,16:38:13
ham7_104,7,23,RGF,23,Directed,23,100,5,"[117, 64, 84, 106, 61]",0.1617,2,FALSE,FALSE,02-04-2026,16:38:24
ham7_104,7,23,SAF,114,Directed,114,100,4,"[127, 8, 81, 120]",0.0044,1,FALSE,FALSE,02-04-2026,17:09:25
ham7_104,7,23,SMGF,23,Directed,23,100,4,"[68, 127, 95, 60]",2.2703,17,FALSE,FALSE,02-04-2026,16:38:13
ham7_104,7,23,SAF,114,Random,114,100,5,"[115, 38, 26, 62, 100]",0.0042,1,FALSE,FALSE,03-04-2026,23:40:14
ham7_104,7,23,MMGF,45,Random,45,100,4,"[126, 63, 94, 78]",0.5803,7,FALSE,FALSE,03-04-2026,23:40:16
ham7_104,7,23,SMGF,23,Random,23,100,4,"[117, 73, 85, 53]",0.5347,8,FALSE,FALSE,03-04-2026,23:40:19
ham7_104,7,23,PMGF,53,Random,53,100,5,"[59, 87, 123, 101, 69]",1.2969,13,FALSE,FALSE,03-04-2026,23:40:20
ham7_104,7,23,GAF,24,Random,24,100,3,"[30, 13, 25]",0.0015,1,FALSE,FALSE,03-04-2026,23:40:20
ham7_104,7,23,CAF,104,Random,104,100,8,"[112, 72, 116, 48, 68, 118, 80, 86]",1.0961,10,FALSE,FALSE,03-04-2026,23:40:21
ham7_104,7,23,RGF,23,Random,23,100,4,"[118, 66, 54, 86]",0.2696,4,FALSE,FALSE,03-04-2026,23:40:23
ham7_104,7,23,BF,276,Random,276,100,5,"[81, 86, 125, 13, 105]",0.0081,1,FALSE,FALSE,03-04-2026,23:40:23
ham7_104,7,23,MBF,460,Random,460,100,2,"[37, 84]",0.0164,1,FALSE,FALSE,03-04-2026,23:56:43
ham7_104,7,23,MBF,460,Directed,460,100,2,"[5, 52]",0.0272,1,FALSE,FALSE,04-04-2026,00:05:13
hwb4_51,4,11,BF,66,Directed,66,100,2,"[6, 12]",0.0016,1,FALSE,FALSE,02-04-2026,16:04:36
hwb4_51,4,11,CAF,12,Directed,12,100,3,"[9, 5, 12]",1.2241,9,FALSE,FALSE,02-04-2026,16:04:36
hwb4_51,4,11,GAF,12,Directed,12,100,2,"[4, 15]",0.0016,1,FALSE,FALSE,02-04-2026,16:04:34
hwb4_51,4,11,MMGF,21,Directed,21,100,3,"[14, 5, 4]",0.0006,1,FALSE,FALSE,02-04-2026,16:04:25
hwb4_51,4,11,PMGF,12,Directed,11,91.66666667,6,"[5, 3, 1, 6, 4, 2]",2.6331,20,FALSE,FALSE,02-04-2026,16:04:34
hwb4_51,4,11,RGF,11,Directed,11,100,3,"[11, 7, 13]",0.4013,4,FALSE,FALSE,02-04-2026,16:04:36
hwb4_51,4,11,SAF,64,Directed,64,100,5,"[15, 4, 10, 9, 5]",0.1252,2,FALSE,FALSE,02-04-2026,16:04:25
hwb4_51,4,11,SMGF,11,Directed,11,100,2,"[14, 13]",0.3928,4,FALSE,FALSE,02-04-2026,16:04:26
hwb4_51,4,11,BF,66,Random,66,100,4,"[3, 12, 13, 4]",0.0012,1,FALSE,FALSE,02-04-2026,16:00:06
hwb4_51,4,11,CAF,12,Random,12,100,4,"[9, 12, 10, 2]",1.8268,15,FALSE,FALSE,02-04-2026,16:00:06
hwb4_51,4,11,GAF,12,Random,12,100,2,"[14, 9]",0.0007,1,FALSE,FALSE,02-04-2026,16:00:01
hwb4_51,4,11,MMGF,21,Random,21,100,3,"[14, 5, 12]",0.0009,1,FALSE,FALSE,02-04-2026,16:00:00
hwb4_51,4,11,PMGF,12,Random,12,100,5,"[9, 8, 5, 12, 4]",0.131,2,FALSE,FALSE,02-04-2026,16:00:01
hwb4_51,4,11,RGF,11,Random,11,100,2,"[14, 13]",0.0008,1,FALSE,FALSE,02-04-2026,16:00:06
hwb4_51,4,11,SAF,64,Random,64,100,4,"[13, 5, 9, 6]",0.0011,1,FALSE,FALSE,02-04-2026,15:59:54
hwb4_51,4,11,SMGF,11,Random,11,100,4,"[9, 13, 12, 7]",1.0464,8,FALSE,FALSE,02-04-2026,16:00:01
hwb4_51,4,11,MBF,22,Random,22,100,1,[4],0.0006,1,FALSE,FALSE,03-04-2026,23:47:38
hwb4_51,4,11,MBF,22,Directed,22,100,1,[13],0.0004,1,FALSE,FALSE,03-04-2026,23:58:23
hwb5_300,28,88,BF,4752,Directed,4752,100,5,"[136927177, 9190373, 176962537, 136926534, 136931502]",9.4178,9,FALSE,FALSE,02-04-2026,16:52:48
hwb5_300,28,88,CAF,2245,Directed,2245,100,16,"[55647, 134810314, 29067, 1837821, 786903, 591198, 134545851, 135006599, 51868, 1854926, 134545837, 134532534, 67164510, 134809950, 17564119, 2811]",13.0185,19,FALSE,FALSE,02-04-2026,16:52:04
hwb5_300,28,88,GAF,89,Directed,89,100,5,"[694443, 641052, 806629, 641053, 550983]",0.1412,1,FALSE,FALSE,02-04-2026,16:20:54
hwb5_300,28,88,MMGF,175,Directed,175,100,4,"[771935, 515886, 18861, 630766]",0.2279,1,FALSE,FALSE,02-04-2026,16:51:38
hwb5_300,28,88,PMGF,178,Directed,178,100,5,"[701704, 1022247, 862880, 891412, 514939]",0.1769,1,FALSE,FALSE,02-04-2026,16:51:38
hwb5_300,28,88,RGF,88,Directed,88,100,4,"[765023, 20511, 741343, 134643]",0.2271,1,FALSE,FALSE,02-04-2026,16:21:03
hwb5_300,28,88,SAF,438,Directed,438,100,9,"[245816330, 236619153, 160094631, 234951803, 245814795, 111576571, 245815717, 236633489, 164271114]",3.5434,13,FALSE,FALSE,02-04-2026,16:51:38
hwb5_300,28,88,SMGF,88,Directed,88,100,4,"[378715, 48874, 76077, 355446]",0.1342,1,FALSE,FALSE,02-04-2026,16:20:54
hwb5_300,28,88,SAF,438,Random,437,99.7716895,6,"[189745855, 186066916, 143206897, 85403647, 189585279, 189739141]",3.1863,20,FALSE,FALSE,03-04-2026,23:37:26
hwb5_300,28,88,MMGF,175,Random,175,100,4,"[440415, 4460381, 47199, 997471]",0.1218,1,FALSE,FALSE,03-04-2026,23:37:26
hwb5_300,28,88,SMGF,88,Random,88,100,5,"[818315, 265303, 174558, 905939, 420477]",0.0781,1,FALSE,FALSE,03-04-2026,23:37:26
hwb5_300,28,88,PMGF,178,Random,178,100,7,"[123912, 77461, 575414, 951375, 184945, 50314, 155237]",0.1032,1,FALSE,FALSE,03-04-2026,23:37:27
hwb5_300,28,88,GAF,89,Random,89,100,4,"[821656, 618885, 162839, 135085441]",0.0767,1,FALSE,FALSE,03-04-2026,23:37:27
hwb5_300,28,88,CAF,2245,Random,2245,100,15,"[446303, 1059291, 1059820, 603191, 67555311, 17219910, 595801, 603135, 783498, 628999, 755356, 67236187, 446444, 4321606, 464822]",6.7296,19,FALSE,FALSE,03-04-2026,23:37:47
hwb5_300,28,88,RGF,88,Random,88,100,4,"[127, 576777, 310423, 1042075]",0.0739,1,FALSE,FALSE,03-04-2026,23:37:47
hwb5_300,28,88,BF,4752,Random,4752,100,7,"[71924469, 71838461, 6910711, 76163907, 101595893, 6912833, 74021613]",6.1754,11,FALSE,FALSE,03-04-2026,23:37:53
hwb5_300,28,88,MBF,57200,Random,57200,100,7,"[134821461, 9326252, 34379357, 996939, 9343773, 824909, 472649]",38.4408,3,FALSE,FALSE,03-04-2026,23:51:36
hwb5_300,28,88,MBF,57200,Directed,57200,100,5,"[68371434, 73819626, 69628228, 68371234, 67970538]",65.6102,7,FALSE,FALSE,04-04-2026,00:00:01
hwb5_54,5,24,BF,192,Directed,192,100,3,"[9, 13, 14]",0.0081,1,FALSE,FALSE,02-04-2026,16:51:34
hwb5_54,5,24,CAF,42,Directed,41,97.61904762,8,"[18, 12, 22, 21, 11, 10, 28, 13]",2.5783,20,FALSE,FALSE,02-04-2026,16:51:33
hwb5_54,5,24,GAF,25,Directed,25,100,3,"[21, 19, 25]",0.0014,1,FALSE,FALSE,02-04-2026,16:20:24
hwb5_54,5,24,MMGF,47,Directed,47,100,3,"[29, 23, 15]",1.0837,8,FALSE,FALSE,02-04-2026,16:20:15
hwb5_54,5,24,PMGF,44,Directed,43,97.72727273,7,"[5, 19, 7, 13, 3, 21, 11]",3.3867,20,FALSE,FALSE,02-04-2026,16:20:24
hwb5_54,5,24,RGF,24,Directed,24,100,3,"[29, 15, 23]",0.4011,4,FALSE,FALSE,02-04-2026,16:20:36
hwb5_54,5,24,SAF,156,Directed,156,100,4,"[30, 3, 12, 20]",0.0061,1,FALSE,FALSE,02-04-2026,16:20:14
hwb5_54,5,24,SMGF,24,Directed,24,100,4,"[29, 22, 17, 14]",0.4888,4,FALSE,FALSE,02-04-2026,16:20:16
hwb5_54,5,24,SAF,156,Random,156,100,5,"[31, 4, 28, 21, 26]",1.5771,17,FALSE,FALSE,03-04-2026,23:37:06
hwb5_54,5,24,MMGF,47,Random,47,100,4,"[29, 26, 11, 30]",0.2128,4,FALSE,FALSE,03-04-2026,23:37:06
hwb5_54,5,24,SMGF,24,Random,24,100,5,"[26, 22, 30, 27, 15]",1.0543,14,FALSE,FALSE,03-04-2026,23:37:08
hwb5_54,5,24,PMGF,44,Random,42,95.45454545,7,"[7, 10, 11, 26, 22, 6, 14]",1.4815,20,FALSE,FALSE,03-04-2026,23:37:12
hwb5_54,5,24,GAF,25,Random,25,100,2,"[31, 11]",0.0011,1,FALSE,FALSE,03-04-2026,23:37:12
hwb5_54,5,24,CAF,42,Random,39,92.85714286,6,"[17, 18, 22, 9, 25, 10]",1.3087,20,FALSE,FALSE,03-04-2026,23:37:16
hwb5_54,5,24,RGF,24,Random,24,100,4,"[29, 23, 13, 17]",0.4119,7,FALSE,FALSE,03-04-2026,23:37:17
hwb5_54,5,24,BF,192,Random,192,100,4,"[13, 26, 28, 27]",0.0048,1,FALSE,FALSE,03-04-2026,23:37:17
hwb5_54,5,24,MBF,144,Random,144,100,1,[5],0.0106,1,FALSE,FALSE,03-04-2026,23:50:57
hwb5_54,5,24,MBF,144,Directed,144,100,2,"[9, 22]",0.0047,1,FALSE,FALSE,03-04-2026,23:58:55
hwb6_301,46,159,BF,14310,Directed,14304,99.95807128,6,"[36387642740717, 39904676215446, 8834781634502, 36388742606998, 36387101695967, 39892362178709]",201.4005,20,FALSE,FALSE,03-04-2026,13:25:23
hwb6_301,46,159,CAF,6914,Directed,6914,100,22,"[25217083, 549756099167, 71676, 4299489207, 4299446236, 51226, 695784903115, 8796110460927, 2748779325261, 549890197623, 8804683252175, 8804683154002, 549756099387, 4295006127, 549891348477, 17102078, 549756070583, 549756068299, 691490066775, 1346380, 549890198206, 8796118239435]",78.4608,17,FALSE,FALSE,03-04-2026,12:09:08
hwb6_301,46,159,GAF,160,Directed,160,100,5,"[847905, 17592186617466, 672030, 669077, 432022]",0.6284,1,FALSE,FALSE,03-04-2026,13:11:17
hwb6_301,46,159,MMGF,317,Directed,317,100,5,"[442591, 1045631, 1099512033079, 557529, 569143]",0.9105,1,FALSE,FALSE,03-04-2026,12:05:04
hwb6_301,46,159,PMGF,328,Directed,328,100,8,"[17180674753, 57692, 714786, 82263, 805390, 437337, 983859, 376588]",1.0719,1,FALSE,FALSE,03-04-2026,12:05:06
hwb6_301,46,159,RGF,159,Directed,159,100,4,"[1002491, 644830, 68154639, 1014479]",0.4983,1,FALSE,FALSE,03-04-2026,12:09:08
hwb6_301,46,159,SAF,800,Directed,797,99.625,7,"[66342281695132, 44009591121962, 22338689019153, 62427113498961, 66319153932904, 64625368515348, 26777041392404]",19.7717,20,FALSE,FALSE,03-04-2026,13:11:14
hwb6_301,46,159,SMGF,159,Directed,159,100,4,"[787583, 1023162, 689117, 137439198391]",0.5469,1,FALSE,FALSE,03-04-2026,12:05:05
hwb6_301,46,159,BF,14310,Random,14224,99.39902166,7,"[22681991426413, 4416451818986, 1408887874026, 4398131098858, 4402341656021, 22681722467805, 4406640828906]",205.2515,20,FALSE,FALSE,03-04-2026,10:49:34
hwb6_301,46,159,CAF,6914,Random,6910,99.94214637,26,"[4467323, 549755820090, 6811, 4200478, 273557, 273356, 549755932527, 4200499, 8590480655, 274878025582, 67833913, 8796093291190, 279323, 4249657, 956958, 549756539895, 549755901231, 4201142, 4200470, 1077941210, 146028894878, 549755901225, 549827123251, 549756088175, 4257270, 146029161621]",91.5099,20,FALSE,FALSE,03-04-2026,10:39:49
hwb6_301,46,159,GAF,160,Random,160,100,6,"[711849, 425658, 508711, 269222335, 744956, 98805]",0.3605,1,FALSE,FALSE,03-04-2026,10:35:34
hwb6_301,46,159,MMGF,317,Random,317,100,5,"[696381, 662047, 412207, 756255, 185206]",0.701,1,FALSE,FALSE,03-04-2026,10:35:32
hwb6_301,46,159,PMGF,328,Random,328,100,9,"[731360, 66076, 762403, 55631, 184928, 208085, 668137, 1073942468, 695058]",0.638,1,FALSE,FALSE,03-04-2026,10:35:33
hwb6_301,46,159,RGF,159,Random,159,100,4,"[2199024183417, 601534, 309751, 965694]",0.3339,1,FALSE,FALSE,03-04-2026,10:39:50
hwb6_301,46,159,SAF,800,Random,795,99.375,8,"[33174596378194, 28726927089640, 9523034023509, 33161583994914, 29893547974229, 17596620422703, 33161531547221, 33157150072809]",16.5394,20,FALSE,FALSE,03-04-2026,10:35:32
hwb6_301,46,159,SMGF,159,Random,159,100,4,"[444795, 312542, 17180913214, 471710]",0.3168,1,FALSE,FALSE,03-04-2026,10:35:33
hwb6_57,6,65,BF,650,Directed,650,100,3,"[10, 11, 42]",0.1658,1,FALSE,FALSE,02-04-2026,16:08:47
hwb6_57,6,65,CAF,138,Directed,123,89.13043478,10,"[50, 52, 11, 38, 54, 22, 19, 58, 51, 18]",3.8747,20,FALSE,FALSE,02-04-2026,16:39:31
hwb6_57,6,65,GAF,66,Directed,66,100,3,"[30, 62, 50]",0.0808,1,FALSE,FALSE,02-04-2026,16:39:20
hwb6_57,6,65,MMGF,129,Directed,129,100,6,"[47, 58, 59, 42, 34, 43]",0.862,6,FALSE,FALSE,02-04-2026,16:39:08
hwb6_57,6,65,PMGF,244,Directed,222,90.98360656,9,"[41, 22, 46, 13, 37, 45, 54, 29, 33]",3.3651,20,FALSE,FALSE,02-04-2026,16:08:35
hwb6_57,6,65,RGF,65,Directed,65,100,5,"[47, 55, 59, 31, 62]",2.1376,10,FALSE,FALSE,02-04-2026,16:08:46
hwb6_57,6,65,SAF,504,Directed,504,100,3,"[63, 4, 26]",0.1177,1,FALSE,FALSE,02-04-2026,16:39:07
hwb6_57,6,65,SMGF,65,Directed,65,100,5,"[47, 55, 31, 23, 54]",1.7865,12,FALSE,FALSE,02-04-2026,16:08:24
hwb6_57,6,65,SAF,504,Random,504,100,5,"[63, 20, 41, 40, 43]",0.0749,1,FALSE,FALSE,03-04-2026,23:37:53
hwb6_57,6,65,MMGF,129,Random,129,100,8,"[47, 55, 46, 53, 15, 13, 37, 41]",1.3631,13,FALSE,FALSE,03-04-2026,23:37:59
hwb6_57,6,65,SMGF,65,Random,65,100,7,"[47, 55, 46, 54, 45, 62, 29]",1.1672,13,FALSE,FALSE,03-04-2026,23:38:02
hwb6_57,6,65,PMGF,244,Random,230,94.26229508,10,"[22, 19, 54, 57, 53, 27, 58, 37, 26, 23]",1.9036,20,FALSE,FALSE,03-04-2026,23:38:07
hwb6_57,6,65,GAF,66,Random,66,100,4,"[43, 54, 32, 11]",0.0476,1,FALSE,FALSE,03-04-2026,23:38:08
hwb6_57,6,65,CAF,138,Random,113,81.88405797,8,"[38, 44, 37, 21, 45, 41, 29, 39]",2.0435,20,FALSE,FALSE,03-04-2026,23:38:14
hwb6_57,6,65,RGF,65,Random,65,100,5,"[47, 55, 59, 31, 61]",1.3632,16,FALSE,FALSE,03-04-2026,23:38:17
hwb6_57,6,65,BF,650,Random,650,100,4,"[46, 20, 60, 21]",0.0782,1,FALSE,FALSE,03-04-2026,23:38:17
hwb6_57,6,65,MBF,780,Random,780,100,2,"[46, 30]",0.1713,1,FALSE,FALSE,03-04-2026,23:51:36
hwb6_57,6,65,MBF,780,Directed,780,100,3,"[38, 11, 26]",0.1271,1,FALSE,FALSE,04-04-2026,00:00:01
hwb7_302,73,281,GAF,282,Directed,282,100,8,"[464636, 734103, 480615, 159653, 296439, 268529574, 257675, 725613]",1.3598,1,FALSE,FALSE,03-04-2026,12:42:57
hwb7_302,73,281,MMGF,561,Directed,561,100,5,"[1099512251991, 624215, 982495, 974463, 2251799814229265]",2.534,1,FALSE,FALSE,03-04-2026,12:42:52
hwb7_302,73,281,PMGF,583,Directed,583,100,9,"[540224, 88991, 768043, 16096, 537806292, 928183, 929332, 448650, 953839]",2.5437,1,FALSE,FALSE,03-04-2026,12:42:56
